# Mol_Title	ID	SMILES
ZINC00003015	DUD_ace_D_1	CC(NC(=O)c1ccccc1SC(=O)NC(C)(C)C)C(N)=O
ZINC03856376	DUD_ace_D_1151	CC(C)C(NC(=O)COc1ccccc1[N+](=O)[O-])C(=O)[O-]
ZINC03856412	DUD_ace_D_1152	Cc1cnc(CNC(=O)CC2(CC(=O)[O-])CCCC2)cn1
ZINC03856413	DUD_ace_D_1153	O=C([O-])CC1(CC(=O)NCc2ccncc2)CCCC1
ZINC03856414	DUD_ace_D_1154	O=C([O-])CC1(CC(=O)NCc2cccnc2)CCCC1
ZINC03856415	DUD_ace_D_1155	O=C([O-])CC1(CC(=O)NCCc2ccccc2)CCCC1
ZINC03856416	DUD_ace_D_1156	O=C([O-])CC1(CC(=O)NCc2ccc(Cl)cc2)CCCC1
ZINC03856426	DUD_ace_D_1157	O=C([O-])CSCC(=O)N1CCC(N2C(=O)Cc3ccccc32)CC1
ZINC03856535	DUD_ace_D_1158	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856536	DUD_ace_D_1159	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856537	DUD_ace_D_1160	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856538	DUD_ace_D_1161	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856546	DUD_ace_D_1162	NC(=O)CCC(Nc1nc(-c2ccc(F)cc2)cs1)C(=O)[O-]
ZINC03856547	DUD_ace_D_1163	NC(=O)CCC(Nc1nc(-c2ccc(F)cc2)cs1)C(=O)[O-]
ZINC03856554	DUD_ace_D_1164	Cc1sc(NC(CC(N)=O)C(=O)[O-])nc1-c1ccccc1
ZINC03856555	DUD_ace_D_1165	Cc1sc(NC(CC(N)=O)C(=O)[O-])nc1-c1ccccc1
ZINC03856556	DUD_ace_D_1166	Cc1sc(NC(CCC(N)=O)C(=O)[O-])nc1-c1ccccc1
ZINC03856557	DUD_ace_D_1167	Cc1sc(NC(CCC(N)=O)C(=O)[O-])nc1-c1ccccc1
ZINC03856564	DUD_ace_D_1168	Cc1sc(NC(CC(N)=O)C(=O)[O-])nc1-c1ccc(F)cc1
ZINC03856565	DUD_ace_D_1169	Cc1sc(NC(CC(N)=O)C(=O)[O-])nc1-c1ccc(F)cc1
ZINC03856566	DUD_ace_D_1170	Cc1sc(NC(CCC(N)=O)C(=O)[O-])nc1-c1ccc(F)cc1
ZINC03856567	DUD_ace_D_1171	Cc1sc(NC(CCC(N)=O)C(=O)[O-])nc1-c1ccc(F)cc1
ZINC03856568	DUD_ace_D_1172	Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856569	DUD_ace_D_1173	Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856570	DUD_ace_D_1174	Cc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856571	DUD_ace_D_1175	Cc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856581	DUD_ace_D_1176	COc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856582	DUD_ace_D_1177	COc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856583	DUD_ace_D_1178	COc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856584	DUD_ace_D_1179	COc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856593	DUD_ace_D_1180	COc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856594	DUD_ace_D_1181	COc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856595	DUD_ace_D_1182	COc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03856596	DUD_ace_D_1183	COc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03856605	DUD_ace_D_1184	NC(=O)CCC(Nc1nc(-c2ccccc2Cl)cs1)C(=O)[O-]
ZINC03856629	DUD_ace_D_1185	CCc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856630	DUD_ace_D_1186	CCc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856631	DUD_ace_D_1187	CCc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856632	DUD_ace_D_1188	CCc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856634	DUD_ace_D_1189	NC(=O)CCC(Nc1nc(-c2ccccc2)cs1)C(=O)[O-]
ZINC03856635	DUD_ace_D_1190	NC(=O)CCC(Nc1nc(-c2ccccc2)cs1)C(=O)[O-]
ZINC03856640	DUD_ace_D_1191	Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856641	DUD_ace_D_1192	Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856642	DUD_ace_D_1193	Cc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856643	DUD_ace_D_1194	Cc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856644	DUD_ace_D_1195	Cc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856645	DUD_ace_D_1196	Cc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856646	DUD_ace_D_1197	Cc1cc(C)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856647	DUD_ace_D_1198	Cc1cc(C)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856648	DUD_ace_D_1199	CC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856649	DUD_ace_D_1200	CC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856650	DUD_ace_D_1201	CC(C)c1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856651	DUD_ace_D_1202	CC(C)c1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856652	DUD_ace_D_1203	Cc1ccc(C(C)(C)C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856653	DUD_ace_D_1204	Cc1ccc(C(C)(C)C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856654	DUD_ace_D_1205	CCC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856655	DUD_ace_D_1206	CCC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856656	DUD_ace_D_1207	CCC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856657	DUD_ace_D_1208	CCC(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856659	DUD_ace_D_1209	Cc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856660	DUD_ace_D_1210	Cc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856661	DUD_ace_D_1211	Cc1cc(C)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856662	DUD_ace_D_1212	Cc1cc(C)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856670	DUD_ace_D_1213	CCCc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856671	DUD_ace_D_1214	CCCc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856672	DUD_ace_D_1215	CCCc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856673	DUD_ace_D_1216	CCCc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856675	DUD_ace_D_1217	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856676	DUD_ace_D_1218	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856677	DUD_ace_D_1219	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856678	DUD_ace_D_1220	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1
ZINC03856679	DUD_ace_D_1221	CC(C)Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856680	DUD_ace_D_1222	CC(C)Cc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03856681	DUD_ace_D_1223	CCOc1ccc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856682	DUD_ace_D_1224	CCOc1ccc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856683	DUD_ace_D_1225	CCOc1ccc(C)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856684	DUD_ace_D_1226	COc1ccc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856685	DUD_ace_D_1227	COc1ccc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856687	DUD_ace_D_1228	CCOc1ccc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856688	DUD_ace_D_1229	CCOc1ccc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856689	DUD_ace_D_1230	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1Cl
ZINC03856690	DUD_ace_D_1231	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1Cl
ZINC03856692	DUD_ace_D_1232	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1Cl
ZINC03856693	DUD_ace_D_1233	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1Cl
ZINC03856694	DUD_ace_D_1234	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856695	DUD_ace_D_1235	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856696	DUD_ace_D_1236	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856697	DUD_ace_D_1237	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856698	DUD_ace_D_1238	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856699	DUD_ace_D_1239	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856700	DUD_ace_D_1240	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856701	DUD_ace_D_1241	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Br)c1
ZINC03856702	DUD_ace_D_1242	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856703	DUD_ace_D_1243	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856704	DUD_ace_D_1244	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856705	DUD_ace_D_1245	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(Cl)c1
ZINC03856706	DUD_ace_D_1246	COc1cc(C)c(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856707	DUD_ace_D_1247	COc1cc(C)c(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856712	DUD_ace_D_1248	CCOc1cc(C)c(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856713	DUD_ace_D_1249	CCOc1cc(C)c(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856719	DUD_ace_D_1250	CCOc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856720	DUD_ace_D_1251	CCOc1cc(C)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856740	DUD_ace_D_1252	COc1cc(C)c(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856741	DUD_ace_D_1253	COc1cc(C)c(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856742	DUD_ace_D_1254	CCOc1cc(C)c(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856744	DUD_ace_D_1255	COc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856745	DUD_ace_D_1256	COc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856746	DUD_ace_D_1257	COc1c(C)cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856747	DUD_ace_D_1258	COc1c(C)cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856748	DUD_ace_D_1259	CCOc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856749	DUD_ace_D_1260	CCOc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856775	DUD_ace_D_1261	COc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1C
ZINC03856776	DUD_ace_D_1262	COc1c(C)cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1C
ZINC03856780	DUD_ace_D_1263	CCc1ccc(OC)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856781	DUD_ace_D_1264	CCc1ccc(OC)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856782	DUD_ace_D_1265	CCc1ccc(OC)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03856783	DUD_ace_D_1266	CCOc1ccc(CC)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856784	DUD_ace_D_1267	CCOc1ccc(CC)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856810	DUD_ace_D_1268	NC(=O)CC(Nc1nc(-c2ccc3c4c(cccc42)CC3)cs1)C(=O)[O-]
ZINC03856811	DUD_ace_D_1269	NC(=O)CC(Nc1nc(-c2ccc3c4c(cccc42)CC3)cs1)C(=O)[O-]
ZINC03856813	DUD_ace_D_1270	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C(C)C
ZINC03856814	DUD_ace_D_1271	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C(C)C
ZINC03856823	DUD_ace_D_1272	COc1c(C)cc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856824	DUD_ace_D_1273	COc1c(C)cc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856825	DUD_ace_D_1274	COc1c(C)cc(C)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856827	DUD_ace_D_1275	CCOc1c(C)cc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856828	DUD_ace_D_1276	CCOc1c(C)cc(C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856848	DUD_ace_D_1277	COc1c(C)cc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856849	DUD_ace_D_1278	COc1c(C)cc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856850	DUD_ace_D_1279	CCOc1c(C)cc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856851	DUD_ace_D_1280	CCOc1c(C)cc(Cl)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856857	DUD_ace_D_1281	CCc1cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)ccc1OC
ZINC03856858	DUD_ace_D_1282	CCc1cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)ccc1OC
ZINC03856859	DUD_ace_D_1283	CCc1cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)ccc1OC
ZINC03856860	DUD_ace_D_1284	CCc1cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)ccc1OC
ZINC03856865	DUD_ace_D_1285	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1CC
ZINC03856866	DUD_ace_D_1286	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1CC
ZINC03856867	DUD_ace_D_1287	CCCc1ccc(OC)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856868	DUD_ace_D_1288	CCCc1ccc(OC)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03856873	DUD_ace_D_1289	CCOc1ccc(F)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856874	DUD_ace_D_1290	CCOc1ccc(F)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856875	DUD_ace_D_1291	CCOc1ccc(F)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856876	DUD_ace_D_1292	CCOc1ccc(F)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856877	DUD_ace_D_1293	COc1ccc(F)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856878	DUD_ace_D_1294	COc1ccc(F)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856879	DUD_ace_D_1295	COc1ccc(F)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856880	DUD_ace_D_1296	COc1ccc(F)cc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03856888	DUD_ace_D_1297	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856889	DUD_ace_D_1298	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856890	DUD_ace_D_1299	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856891	DUD_ace_D_1300	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1C
ZINC03856908	DUD_ace_D_1301	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856909	DUD_ace_D_1302	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856910	DUD_ace_D_1303	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856911	DUD_ace_D_1304	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856919	DUD_ace_D_1305	COc1ccc(C(C)C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856920	DUD_ace_D_1306	COc1ccc(C(C)C)cc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856921	DUD_ace_D_1307	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856922	DUD_ace_D_1308	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856923	DUD_ace_D_1309	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856924	DUD_ace_D_1310	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c(C)c1
ZINC03856933	DUD_ace_D_1311	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856934	DUD_ace_D_1312	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856935	DUD_ace_D_1313	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856936	DUD_ace_D_1314	COc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856938	DUD_ace_D_1315	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856939	DUD_ace_D_1316	CCOc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856940	DUD_ace_D_1317	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856941	DUD_ace_D_1318	CCOc1ccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)cc1F
ZINC03856947	DUD_ace_D_1319	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c2ccccc12
ZINC03856948	DUD_ace_D_1320	COc1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c2ccccc12
ZINC03856950	DUD_ace_D_1321	COc1ccc2ccccc2c1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856951	DUD_ace_D_1322	COc1ccc2ccccc2c1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03856998	DUD_ace_D_1323	NC(=O)CCC(Nc1nc(-c2ccccc2F)cs1)C(=O)[O-]
ZINC03856999	DUD_ace_D_1324	NC(=O)CCC(Nc1nc(-c2ccccc2F)cs1)C(=O)[O-]
ZINC03857004	DUD_ace_D_1325	Cc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857005	DUD_ace_D_1326	Cc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857006	DUD_ace_D_1327	Cc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857007	DUD_ace_D_1328	Cc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857014	DUD_ace_D_1329	Cc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03857015	DUD_ace_D_1330	Cc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03857016	DUD_ace_D_1331	Cc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03857017	DUD_ace_D_1332	Cc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03857024	DUD_ace_D_1333	CCC(C)(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03857025	DUD_ace_D_1334	CCC(C)(C)c1ccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)cc1
ZINC03857032	DUD_ace_D_1335	CCOc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03857033	DUD_ace_D_1336	CCOc1ccccc1-c1csc(NC(CC(N)=O)C(=O)[O-])n1
ZINC03857034	DUD_ace_D_1337	CCOc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03857035	DUD_ace_D_1338	CCOc1ccccc1-c1csc(NC(CCC(N)=O)C(=O)[O-])n1
ZINC03857037	DUD_ace_D_1339	CCOc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857038	DUD_ace_D_1340	CCOc1cccc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857039	DUD_ace_D_1341	CCOc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857040	DUD_ace_D_1342	CCOc1cccc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857045	DUD_ace_D_1343	Cc1cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)ccc1Cl
ZINC03857046	DUD_ace_D_1344	Cc1cc(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)ccc1Cl
ZINC03857047	DUD_ace_D_1345	Cc1cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)ccc1Cl
ZINC03857048	DUD_ace_D_1346	Cc1cc(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)ccc1Cl
ZINC03857049	DUD_ace_D_1347	Cc1ccc(Cl)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857050	DUD_ace_D_1348	Cc1ccc(Cl)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857051	DUD_ace_D_1349	Cc1ccc(Cl)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857052	DUD_ace_D_1350	Cc1ccc(Cl)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857053	DUD_ace_D_1351	Cc1ccc(Br)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857054	DUD_ace_D_1352	Cc1ccc(Br)c(-c2csc(NC(CC(N)=O)C(=O)[O-])n2)c1
ZINC03857055	DUD_ace_D_1353	Cc1ccc(Br)c(-c2csc(NC(CCC(N)=O)C(=O)[O-])n2)c1
ZINC03857081	DUD_ace_D_1354	O=C([O-])CC1(CC(=O)NCCCn2ccnc2)CCCC1
ZINC03857081	DUD_ace_D_1355	O=C([O-])CC1(CC(=O)NCCCn2cc[nH+]c2)CCCC1
ZINC03857373	DUD_ace_D_1356	O=C([O-])CNC(=O)CN1C(=O)SC(=CC=Cc2ccccc2)C1=O
ZINC03857374	DUD_ace_D_1357	O=C([O-])CNC(=O)CN1C(=O)SC(=CC=Cc2ccccc2)C1=O
ZINC03857376	DUD_ace_D_1358	O=C([O-])CNC(=O)CN1C(=O)SC(=CC=Cc2ccccc2)C1=O
ZINC03857396	DUD_ace_D_1359	COc1ccc(C=C2SC(=O)N(CCC(N)=O)C2=S)cc1
ZINC03857403	DUD_ace_D_1360	COc1ccc(C=C2SC(=O)N(CCCC(N)=O)C2=S)cc1
ZINC03857404	DUD_ace_D_1361	COc1ccc(C=C2SC(=O)N(CCCC(N)=O)C2=S)cc1
ZINC03857446	DUD_ace_D_1362	COc1ccc(C=C2SC(=S)N(C(CC(N)=O)C(=O)[O-])C2=O)c(OC)c1
ZINC03857447	DUD_ace_D_1363	COc1ccc(C=C2SC(=S)N(C(CC(N)=O)C(=O)[O-])C2=O)c(OC)c1
ZINC03857448	DUD_ace_D_1364	COc1ccc(C=C2SC(=S)N(C(CC(N)=O)C(=O)[O-])C2=O)c(OC)c1
ZINC03857821	DUD_ace_D_1365	O=C([O-])CCC(=O)NCCc1nc2ccccc2[nH]1
ZINC03857821	DUD_ace_D_1366	O=C([O-])CCC(=O)NCCc1[nH]c2ccccc2[nH+]1
ZINC03857885	DUD_ace_D_1367	O=C([O-])CNC(=O)CN1C(=O)SC(=Cc2ccccc2)C1=O
ZINC03857886	DUD_ace_D_1368	O=C([O-])CNC(=O)CN1C(=O)SC(=Cc2ccccc2)C1=O
ZINC03857970	DUD_ace_D_1369	CCc1ccc(C=C2SC(=O)N(CC(=O)NCC(=O)[O-])C2=O)cc1
ZINC03857971	DUD_ace_D_1370	CCc1ccc(C=C2SC(=O)N(CC(=O)NCC(=O)[O-])C2=O)cc1
